113.86	5.05	54.16
113.30	5.05	52.44
112.95	5.05	50.75
112.76	5.05	49.16
112.74	5.05	47.78
112.86	5.05	46.69
113.09	5.05	45.98
113.42	5.05	45.74
113.82	5.05	46.06
114.33	5.05	47.83
114.88	5.05	50.45
115.40	5.04	53.11
115.84	5.04	55.42
115.99	5.03	55.67
115.97	5.03	54.71
115.88	5.03	53.44
115.78	5.02	52.19
115.86	5.02	52.32
116.06	5.02	53.39
116.25	5.01	54.63
116.42	5.01	55.83
116.47	5.01	56.50
116.30	5.00	56.24
116.10	5.00	55.67
115.89	5.00	54.86
115.70	4.99	53.84
115.66	5.00	52.42
115.67	5.00	51.07
115.71	5.00	49.96
115.79	5.01	49.25
115.92	5.01	50.13
116.07	5.02	51.51
116.23	5.02	53.07
116.37	5.03	54.61
116.43	5.03	55.30
116.44	5.03	55.46
116.46	5.04	55.43
116.50	5.04	55.28
116.64	5.05	55.20
116.92	5.05	55.32
117.20	5.06	55.40
117.44	5.06	55.41
117.61	5.06	55.31
117.42	5.07	54.65
117.19	5.07	54.00
116.98	5.08	53.50
116.85	5.08	53.26
117.10	5.09	54.26
117.48	5.10	55.51
117.89	5.11	56.68
118.30	5.11	57.51
118.52	5.12	56.48
118.69	5.13	55.19
118.81	5.14	53.95
118.89	5.15	53.35
118.92	5.15	54.40
118.92	5.16	55.77
118.87	5.17	57.19
118.78	5.18	58.17
118.63	5.19	58.16
118.46	5.19	57.84
118.27	5.20	57.26
118.06	5.21	56.41
117.84	5.22	55.27
117.64	5.22	54.21
117.47	5.23	53.40
117.38	5.23	53.24
117.41	5.24	54.33
117.48	5.24	55.64
117.57	5.24	56.96
117.64	5.24	57.60
117.68	5.24	57.53
117.74	5.24	57.33
117.83	5.25	57.15
118.02	5.25	57.67
118.26	5.25	58.45
118.55	5.25	59.20
118.86	5.25	59.77
119.27	5.25	59.72
119.66	5.26	59.30
119.99	5.26	58.56
120.21	5.26	57.50
119.97	5.26	55.69
119.69	5.26	53.78
119.48	5.26	51.99
119.58	5.26	50.57
120.26	5.26	49.83
121.05	5.26	49.66
121.81	5.26	50.15
122.26	5.26	51.90
122.34	5.26	54.75
122.30	5.25	57.79
122.18	5.25	60.64
122.12	5.25	62.04
122.04	5.25	62.73
121.92	5.24	62.91
121.75	5.24	62.65
121.57	5.24	62.04
121.28	5.24	61.12
120.85	5.23	59.93
120.13	5.23	58.34
119.12	5.23	56.48
118.03	5.23	54.85
116.94	5.22	53.72
116.16	5.22	54.64
115.43	5.22	55.94
114.71	5.22	57.18
113.87	5.21	57.21
112.89	5.21	55.79
112.01	5.21	54.22
111.29	5.21	52.88
111.12	5.21	53.37
111.21	5.21	54.47
111.41	5.21	55.66
111.62	5.21	56.28
111.74	5.21	55.73
111.79	5.21	55.01
111.71	5.21	54.34
111.29	5.21	54.49
110.66	5.22	55.14
109.98	5.22	55.88
109.31	5.22	56.57
108.96	5.22	56.58
108.71	5.22	56.38
108.51	5.22	56.04
108.35	5.22	55.62
108.07	5.23	55.34
107.78	5.23	55.06
107.55	5.23	54.70
107.41	5.23	54.23
107.43	5.23	53.26
107.60	5.23	52.07
107.92	5.23	51.04
108.39	5.23	50.33
109.02	5.24	50.67
109.81	5.24	51.64
110.82	5.24	52.85
112.08	5.24	54.11
113.83	5.24	55.04
115.68	5.24	55.91
117.49	5.25	56.72
119.02	5.25	57.58
120.23	5.25	58.39
121.18	5.25	59.02
121.81	5.25	59.36
121.97	5.25	59.29
121.89	5.26	58.84
121.63	5.26	58.00
121.35	5.26	56.32
121.07	5.26	54.03
120.73	5.26	51.67
120.36	5.26	49.52
119.93	5.27	48.47
119.48	5.27	48.42
119.03	5.27	48.79
118.61	5.27	49.45
118.25	5.27	50.12
117.97	5.28	50.61
117.76	5.28	51.20
117.63	5.28	51.94
117.60	5.28	52.88
117.85	5.28	54.32
118.10	5.28	55.77
118.25	5.28	57.12
118.13	5.28	58.11
117.58	5.28	58.52
116.89	5.27	58.66
116.11	5.27	58.60
115.38	5.26	58.45
114.73	5.26	58.23
114.11	5.26	57.88
113.52	5.26	57.40
113.00	5.25	56.64
112.55	5.25	55.58
112.17	5.25	54.55
111.84	5.24	53.69
111.57	5.24	53.22
111.30	5.24	53.71
111.14	5.23	54.43
111.10	5.23	55.23
111.24	5.23	55.96
111.73	5.23	56.20
112.32	5.23	56.32
112.95	5.23	56.34
113.53	5.23	56.26
113.99	5.24	56.10
114.35	5.24	55.93
114.60	5.25	55.80
114.61	5.25	55.81
114.45	5.25	55.94
114.19	5.26	56.15
113.86	5.26	56.43
113.49	5.27	56.82
113.11	5.27	57.25
112.76	5.28	57.67
112.48	5.28	58.05
112.48	5.28	58.22
112.57	5.29	58.31
112.67	5.29	58.36
112.74	5.30	58.40
112.47	5.30	58.46
112.09	5.30	58.55
111.80	5.31	58.67
111.67	5.31	58.83
112.07	5.31	59.18
112.74	5.31	59.56
113.57	5.31	59.90
114.52	5.31	60.12
115.52	5.30	60.10
116.51	5.30	59.94
117.43	5.30	59.64
118.13	5.29	59.00
118.59	5.29	58.12
118.93	5.28	57.33
119.17	5.28	56.81
119.40	5.28	57.50
119.58	5.27	58.73
119.72	5.27	60.00
119.83	5.27	61.05
119.94	5.26	60.55
120.03	5.26	59.38
120.09	5.26	58.05
120.11	5.25	56.79
120.07	5.25	56.46
119.99	5.25	56.96
119.85	5.25	57.59
119.65	5.25	58.18
119.41	5.25	58.23
119.14	5.25	57.32
118.78	5.25	56.30
118.33	5.25	55.32
117.76	5.25	54.56
116.79	5.25	55.23
115.75	5.25	56.14
114.71	5.26	57.11
113.74	5.26	57.93
113.02	5.26	57.78
112.59	5.26	56.74
112.32	5.26	55.64
112.20	5.26	54.69
112.27	5.26	54.27
112.59	5.26	55.44
113.00	5.26	56.82
113.45	5.26	58.19
113.89	5.26	59.14
114.23	5.26	59.00
114.49	5.25	58.55
114.64	5.25	57.88
114.55	5.25	57.19
114.18	5.24	56.64
113.71	5.24	56.04
113.21	5.24	55.36
112.80	5.24	54.40
112.50	5.23	53.20
112.28	5.23	52.14
112.13	5.23	51.38
112.09	5.23	51.66
112.16	5.22	52.80
112.31	5.22	53.92
112.55	5.22	54.70
112.96	5.21	53.61
113.43	5.21	51.79
113.89	5.20	49.84
114.28	5.19	48.17
114.46	5.19	47.72
114.53	5.18	47.75
114.49	5.17	48.24
114.31	5.17	49.37
113.93	5.16	51.42
113.54	5.15	53.40
113.20	5.15	54.94
113.20	5.14	54.73
113.50	5.13	52.89
113.80	5.13	50.67
114.02	5.12	48.48
113.74	5.11	47.61
113.22	5.11	47.43
112.60	5.10	47.63
111.96	5.10	48.13
111.56	5.09	48.60
111.20	5.08	49.30
110.84	5.08	50.26
110.46	5.07	51.49
109.90	5.06	53.69
109.33	5.05	55.98
108.80	5.05	58.07
108.34	5.04	59.71
108.18	5.04	59.37
108.09	5.05	58.51
108.03	5.05	57.50
107.95	5.06	56.63
107.49	5.06	57.72
107.05	5.07	58.90
106.76	5.08	59.71
106.79	5.09	59.40
107.54	5.09	56.31
108.47	5.10	52.81
109.44	5.11	49.45
110.19	5.11	47.94
110.66	5.12	48.25
110.98	5.13	48.95
111.14	5.14	49.63
110.99	5.14	48.52
110.68	5.15	46.78
110.34	5.16	45.12
110.02	5.17	43.87
110.08	5.17	44.69
110.24	5.18	46.16
110.44	5.19	47.99
110.65	5.19	49.95
110.63	5.20	51.34
110.61	5.21	52.57
110.66	5.21	53.67
110.84	5.21	54.64
111.51	5.22	55.58
112.23	5.22	56.30
112.90	5.22	56.72
113.34	5.23	56.75
113.29	5.23	56.27
113.08	5.23	55.37
112.73	5.24	54.04
112.33	5.24	51.80
111.92	5.24	48.56
111.49	5.25	45.41
111.05	5.25	42.79
110.62	5.25	41.54
110.27	5.26	43.96
109.93	5.26	47.10
109.60	5.26	50.44
109.28	5.26	53.46
108.80	5.27	53.32
108.33	5.27	51.96
107.97	5.27	50.53
107.77	5.27	49.53
108.03	5.27	50.97
108.64	5.27	54.14
109.35	5.27	57.49
110.10	5.27	60.50
110.70	5.27	61.30
111.18	5.26	60.86
111.54	5.26	59.93
111.73	5.26	58.75
111.53	5.25	58.27
111.17	5.25	57.88
110.70	5.25	57.53
110.17	5.24	57.19
109.70	5.24	56.66
109.26	5.24	56.14
108.83	5.23	55.72
108.44	5.23	55.46
108.09	5.23	55.57
107.80	5.22	56.23
107.59	5.22	57.01
107.47	5.22	57.84
107.47	5.21	58.63
107.67	5.21	58.81
108.00	5.21	58.89
108.45	5.21	59.06
109.00	5.20	59.45
109.69	5.19	60.76
110.46	5.18	62.35
111.26	5.17	63.88
112.08	5.15	65.10
113.00	5.14	65.58
113.76	5.12	65.59
114.26	5.11	65.13
114.10	5.10	63.97
113.37	5.08	62.22
112.46	5.07	60.18
111.52	5.05	58.01
111.03	5.04	55.92
110.66	5.02	53.95
110.38	5.01	52.22
110.18	5.00	50.93
110.04	4.98	50.83
109.97	4.97	51.12
109.93	4.95	51.69
109.94	4.94	52.40
109.95	4.92	53.06
109.91	4.91	53.12
109.90	4.90	53.10
109.91	4.88	53.05
109.96	4.87	52.96
110.04	4.85	52.84
110.16	4.84	52.61
110.35	4.82	52.48
110.63	4.81	52.50
111.00	4.80	52.77
111.52	4.78	53.73
112.17	4.77	55.11
112.93	4.75	56.53
113.78	4.75	57.81
114.79	4.75	58.49
115.88	4.76	58.74
116.96	4.77	58.76
117.99	4.78	58.62
118.84	4.79	58.58
119.55	4.80	58.42
120.06	4.81	58.08
120.35	4.82	57.52
120.11	4.83	56.28
119.70	4.84	54.93
119.19	4.85	53.62
118.65	4.87	52.49
118.56	4.88	52.46
118.53	4.89	52.74
118.47	4.90	53.12
118.31	4.90	53.47
117.83	4.91	53.35
116.94	4.92	52.62
115.99	4.92	51.78
115.04	4.92	50.91
114.19	4.92	50.12
113.85	4.91	49.86
113.61	4.90	49.69
113.42	4.89	49.56
113.22	4.87	49.41
112.82	4.86	49.05
112.23	4.84	48.48
111.59	4.82	47.88
110.93	4.80	47.26
110.26	4.79	46.67
109.68	4.77	46.15
109.14	4.75	45.72
108.64	4.74	45.39
108.20	4.73	45.20
107.82	4.74	45.33
107.51	4.75	45.81
107.28	4.78	46.34
107.11	4.81	46.84
107.03	4.84	47.18
107.09	4.86	47.05
107.20	4.89	46.78
107.34	4.91	46.39
107.48	4.94	45.90
107.61	4.97	45.21
107.69	4.99	44.59
107.72	5.02	44.17
107.65	5.05	44.16
107.39	5.07	45.11
107.04	5.10	46.31
106.63	5.12	47.59
106.18	5.15	48.80
105.63	5.16	49.28
105.11	5.18	49.59
104.66	5.19	49.78
104.32	5.20	49.89
104.37	5.20	50.05
104.57	5.20	50.20
104.84	5.19	50.33
105.10	5.19	50.45
105.22	5.18	50.87
105.27	5.18	51.22
105.25	5.17	51.33
105.15	5.16	51.06
104.80	5.16	49.41
104.38	5.15	47.33
104.01	5.15	45.28
103.74	5.14	43.55
103.88	5.14	43.21
104.19	5.13	43.52
104.60	5.13	44.32
105.06	5.12	45.54
105.51	5.12	47.66
105.94	5.11	49.80
106.35	5.10	51.66
106.70	5.10	52.83
106.92	5.09	51.48
107.07	5.09	49.57
107.15	5.08	47.47
107.18	5.08	45.52
107.00	5.07	45.25
106.82	5.06	45.39
106.70	5.06	45.80
106.72	5.05	46.35
107.14	5.07	46.52
107.73	5.08	46.78
108.43	5.10	47.17
109.24	5.12	47.78
110.10	5.13	48.80
111.00	5.15	50.00
111.91	5.17	51.34
112.77	5.18	52.92
113.53	5.20	54.78
114.27	5.21	56.49
114.97	5.23	57.87
115.68	5.24	58.46
116.42	5.26	57.87
117.11	5.28	56.86
117.72	5.29	55.59
118.17	5.31	54.18
118.46	5.33	52.82
118.64	5.34	51.70
118.72	5.36	51.01
118.71	5.38	51.76
118.62	5.39	53.72
118.46	5.41	55.86
118.26	5.42	57.82
118.01	5.44	58.55
117.71	5.45	57.35
117.42	5.47	55.83
117.18	5.48	54.34
117.05	5.50	53.55
117.14	5.51	54.43
117.29	5.53	55.61
117.47	5.54	56.84
117.62	5.56	57.68
117.70	5.57	57.66
117.76	5.59	57.38
117.81	5.61	56.88
117.86	5.62	56.22
117.93	5.64	55.43
117.97	5.65	54.62
117.99	5.67	53.87
117.96	5.68	53.24
117.77	5.70	53.02
117.56	5.71	53.00
117.35	5.73	53.16
117.17	5.74	53.50
117.05	5.75	54.23
117.01	5.76	55.09
117.06	5.77	55.94
117.22	5.78	56.67
117.64	5.79	56.71
118.17	5.80	56.52
118.73	5.80	56.38
119.25	5.81	56.45
119.53	5.82	57.69
119.73	5.82	59.07
119.86	5.83	60.37
119.94	5.84	61.24
119.93	5.84	60.71
119.91	5.85	59.90
119.90	5.85	59.00
119.92	5.86	58.26
119.98	5.87	58.37
120.14	5.87	58.76
120.43	5.88	59.39
120.91	5.88	60.24
121.79	5.89	61.41
122.80	5.89	62.65
123.87	5.90	63.88
124.91	5.90	64.90
125.86	5.91	65.60
126.70	5.91	66.18
127.38	5.92	66.65
127.83	5.92	67.30
128.05	5.93	67.83
128.04	5.93	68.04
127.74	5.94	67.61
127.09	5.95	66.18
126.24	5.95	64.54
125.25	5.96	62.91
124.16	5.96	62.14
123.02	5.97	61.75
121.90	5.97	61.44
120.88	5.98	60.98
120.15	5.99	59.91
119.50	5.99	58.79
118.90	6.00	57.71
118.31	6.00	56.81
117.55	6.00	56.28
116.85	6.01	56.05
116.26	6.01	56.17
115.93	6.01	56.88
116.07	6.01	58.58
116.26	6.01	60.33
116.41	6.01	61.82
116.19	6.01	62.12
115.53	6.01	61.03
114.76	6.01	59.66
113.95	6.02	58.31
113.35	6.02	58.04
112.88	6.02	58.50
112.45	6.02	59.20
112.03	6.02	59.99
111.48	6.02	60.46
110.86	6.02	60.65
110.30	6.02	60.75
109.84	6.02	60.78
109.66	6.03	60.72
109.83	6.03	60.60
110.12	6.03	60.50
110.47	6.03	60.47
110.77	6.03	60.58
110.70	6.03	60.95
110.76	6.03	61.48
111.07	6.03	62.14
111.95	6.03	62.98
113.59	6.03	63.99
115.47	6.03	65.07
117.43	6.03	66.20
119.36	6.03	67.47
121.10	6.03	68.67
122.48	6.02	69.59
123.15	6.02	69.90
122.73	6.02	69.29
121.97	6.02	68.36
121.07	6.02	67.27
120.77	6.02	66.47
121.01	6.01	65.96
121.39	6.01	65.59
121.84	6.01	65.35
122.31	6.01	65.26
122.37	6.01	65.47
122.27	6.01	65.86
122.16	6.00	66.32
122.10	6.00	66.82
122.12	6.00	67.31
122.52	6.00	67.61
123.00	6.00	67.87
123.54	6.00	68.09
124.11	6.01	68.28
124.74	6.01	68.60
125.33	6.02	68.87
125.79	6.02	68.98
126.07	6.03	68.82
125.76	6.04	67.80
125.16	6.04	66.43
124.47	6.05	64.98
123.75	6.05	63.63
123.38	6.06	63.08
123.31	6.07	63.19
123.31	6.07	63.54
123.37	6.08	64.03
123.42	6.08	64.57
123.30	6.08	64.68
123.09	6.09	64.58
122.87	6.09	64.52
122.68	6.09	64.53
122.54	6.10	64.69
122.67	6.10	65.48
122.79	6.10	66.30
122.84	6.10	67.05
122.79	6.10	67.60
122.29	6.11	67.37
121.67	6.11	66.89
120.99	6.11	66.26
120.30	6.11	65.55
119.79	6.11	65.00
119.37	6.11	64.52
119.03	6.12	64.09
118.77	6.12	63.74
118.62	6.12	63.50
118.58	6.12	63.40
118.64	6.12	63.42
118.78	6.12	63.56
119.00	6.13	63.83
119.30	6.13	64.26
119.67	6.13	64.83
120.09	6.13	65.48
120.56	6.13	66.22
121.13	6.13	67.08
121.73	6.14	67.97
122.29	6.14	68.81
122.78	6.14	69.54
122.93	6.14	69.85
123.01	6.14	70.02
123.06	6.14	70.13
123.17	6.15	70.23
123.63	6.15	70.78
124.17	6.15	71.31
124.74	6.15	71.73
125.28	6.15	71.94
125.66	6.15	71.41
125.92	6.15	70.49
126.12	6.15	69.51
126.27	6.15	68.60
126.45	6.15	68.34
126.59	6.15	68.44
126.63	6.15	68.60
126.53	6.15	68.72
126.03	6.15	68.25
125.34	6.15	67.56
124.61	6.15	66.84
123.91	6.15	66.16
123.58	6.15	65.85
123.57	6.15	65.87
123.63	6.15	66.03
123.72	6.15	66.32
123.77	6.15	66.68
123.46	6.15	67.07
123.01	6.14	67.49
122.56	6.14	67.92
122.15	6.14	68.34
121.91	6.14	68.69
121.91	6.14	68.94
121.97	6.14	69.15
122.08	6.14	69.35
122.19	6.14	69.58
122.28	6.13	69.88
122.32	6.13	70.12
122.31	6.13	70.24
122.18	6.13	70.10
121.85	6.13	69.52
121.48	6.13	68.87
121.09	6.12	68.25
120.72	6.12	67.75
120.47	6.12	67.83
120.28	6.12	68.07
120.18	6.11	68.43
120.17	6.12	68.88
120.35	6.12	69.47
120.63	6.13	70.04
120.98	6.14	70.48
121.39	6.16	70.70
121.76	6.17	70.07
122.18	6.18	69.27
122.67	6.19	68.47
123.29	6.20	67.89
124.15	6.21	68.01
125.06	6.22	68.37
125.98	6.23	68.93
126.85	6.24	69.67
127.62	6.25	70.64
128.26	6.26	71.57
128.73	6.28	72.33
128.91	6.29	72.58
128.74	6.30	72.13
128.40	6.31	71.54
127.94	6.32	70.96
127.36	6.33	70.97
126.76	6.34	71.25
126.20	6.35	71.57
125.79	6.36	71.78
125.85	6.36	71.63
125.94	6.36	71.36
125.95	6.36	71.00
125.60	6.36	70.63
124.85	6.35	70.25
123.87	6.34	69.79
122.68	6.33	69.23
121.17	6.32	68.41
119.51	6.31	67.48
117.81	6.30	66.50
116.14	6.29	65.53
114.78	6.28	64.66
113.64	6.27	63.89
112.65	6.26	63.23
111.82	6.25	62.72
111.14	6.24	62.38
110.57	6.23	62.33
110.18	6.22	62.46
109.97	6.21	62.77
109.97	6.20	63.26
110.26	6.19	64.14
110.81	6.18	65.23
111.51	6.17	66.23
112.36	6.16	67.01
113.40	6.16	66.86
114.51	6.16	66.24
115.57	6.17	65.58
116.46	6.17	65.09
116.81	6.17	65.55
116.99	6.18	66.26
117.07	6.18	67.10
117.18	6.18	67.95
117.45	6.19	68.64
117.73	6.19	69.24
118.00	6.19	69.72
118.23	6.19	69.95
118.30	6.19	69.74
118.40	6.20	69.41
118.59	6.20	69.05
118.95	6.20	68.79
119.65	6.20	68.94
120.47	6.20	69.07
121.36	6.20	69.11
122.38	6.20	68.73
123.48	6.19	67.87
124.41	6.19	67.02
125.02	6.18	66.36
124.98	6.18	66.85
124.40	6.18	67.76
123.36	6.17	68.46
121.74	6.17	68.32
119.23	6.17	66.06
116.56	6.16	63.40
113.97	6.16	60.76
112.34	6.16	59.45
112.09	6.15	60.16
112.29	6.15	61.43
112.78	6.15	62.99
113.37	6.14	64.59
113.52	6.14	65.27
112.96	6.14	64.62
112.34	6.13	63.81
111.73	6.13	62.99
111.20	6.12	62.30
111.03	6.12	62.48
111.15	6.12	63.29
111.40	6.11	64.27
111.76	6.11	65.30
112.20	6.11	66.27
112.63	6.10	66.52
113.13	6.10	66.70
113.69	6.09	66.91
114.31	6.09	67.23
115.06	6.09	68.17
115.87	6.10	69.35
116.67	6.11	70.47
117.42	6.11	71.42
118.00	6.12	71.58
118.47	6.12	71.34
118.84	6.13	70.93
119.11	6.13	70.44
119.20	6.14	70.16
119.19	6.14	70.01
119.14	6.15	69.90
119.09	6.15	69.85
119.14	6.16	69.84
119.32	6.16	69.87
119.56	6.17	69.95
119.88	6.17	70.10
120.31	6.17	70.36
121.15	6.18	70.98
121.87	6.18	71.53
122.35	6.18	71.88
122.34	6.18	71.86
121.08	6.19	70.88
119.46	6.19	69.60
117.66	6.19	68.15
115.89	6.20	66.65
114.95	6.20	65.48
114.23	6.20	64.43
113.68	6.20	63.55
113.28	6.20	62.86
112.99	6.21	62.40
112.71	6.21	62.57
112.48	6.21	63.07
112.34	6.21	63.70
112.29	6.21	64.39
112.34	6.22	65.08
112.47	6.22	65.30
112.70	6.22	65.43
113.02	6.22	65.63
113.43	6.22	65.99
114.03	6.21	67.08
114.72	6.21	68.45
115.42	6.20	69.70
116.10	6.19	70.62
116.51	6.19	69.98
